RepRapFirmware height map file v2 generated at 2019-09-08 13:54, min error -0.772, max error 0.790, mean 0.051, deviation 0.338
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
30.00,370.00,30.00,370.00,-1.00,55.00,55.00,7,7
  0.255,  0.225,  0.280,  0.423,  0.580,  0.707,  0.790
  0.243,  0.195,  0.228,  0.325,  0.423,  0.525,  0.590
  0.223,  0.140,  0.123,  0.207,  0.300,  0.345,  0.388
  0.138,  0.045,  0.013,  0.058,  0.118,  0.148,  0.140
 -0.025, -0.115, -0.160, -0.140, -0.135, -0.132, -0.175
 -0.077, -0.117, -0.162, -0.197, -0.222, -0.282, -0.405
 -0.337, -0.262, -0.418, -0.438, -0.510, -0.605, -0.772
