RepRapFirmware height map file v2 generated at 2022-03-20 18:51, min error -1.347, max error 0.690, mean -0.366, deviation 0.519
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,10.00,290.00,21.00,290.00,-1.00,50.00,50.00,6,6
      0, -0.670, -0.865, -1.075, -1.210, -1.347
      0, -0.410, -0.635, -0.787, -0.942, -1.062
      0, -0.140, -0.402, -0.547, -0.648, -0.810
      0,  0.180, -0.075, -0.260, -0.405, -0.595
      0,  0.415,  0.223,  0.028, -0.185, -0.237
      0,  0.690,  0.495,  0.243,  0.085, -0.040
